pin,slack
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:CLK,7340
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:D,7364
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:Q,7340
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_trunc_rnd[2]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m118_i:A,931
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m118_i:B,773
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m118_i:C,794
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m118_i:Y,773
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_57:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_57:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_57:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_57:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_57:IPB,
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:CLK,3814
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:D,8660
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:EN,7255
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:Q,3814
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:SD,
FFT_AHB_Wrapper_0/FFT_Core/ram_adr_start[7]:SLn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:ADn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:ALn,6786
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:CLK,6174
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:D,6048
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:LAT,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:Q,6174
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:SD,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[7]:SLn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPB,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPC,
Board_LEDs_obuf[4]/U0/U_IOPAD:D,
Board_LEDs_obuf[4]/U0/U_IOPAD:E,
Board_LEDs_obuf[4]/U0/U_IOPAD:PAD,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:IPA,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_27:EN,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_4:B,6719
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_4:C,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_4:IPB,6719
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_4:IPC,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_421_i:A,1064
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_421_i:B,1954
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.N_421_i:Y,1064
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_0:A,-1019
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_0:B,150
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_0:C,99
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_0:Y,-1019
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:CLK,6284
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:D,2236
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:EN,3201
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:Q,6284
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/twiddle_index_next[5]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_4_1_1[2]:A,4207
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_4_1_1[2]:B,-3625
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_4_1_1[2]:C,4060
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.HRDATA_sig_11_4_1_1[2]:Y,-3625
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:ADn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:ALn,6786
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:CLK,6147
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:D,6048
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:LAT,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:Q,6147
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:SD,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_max[2]:SLn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_real_b_in_2_0_i_m2_bm[5]:A,3852
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_real_b_in_2_0_i_m2_bm[5]:B,5992
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_real_b_in_2_0_i_m2_bm[5]:C,4593
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_real_b_in_2_0_i_m2_bm[5]:D,3608
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_real_b_in_2_0_i_m2_bm[5]:Y,3608
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:D,8652
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleB_adr_pipe_0[3]:SLn,5865
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.delay_cnt_5[0]:A,7589
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.delay_cnt_5[0]:B,5186
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.delay_cnt_5[0]:C,3912
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.delay_cnt_5[0]:Y,3912
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m286_bm_1:A,-515
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m286_bm_1:B,350
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m286_bm_1:C,-490
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m286_bm_1:Y,-515
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_imag_0[2]:A,6382
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_imag_0[2]:B,6372
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_imag_0[2]:Y,6372
FFT_AHB_Wrapper_0/core_regs_6[6]:ADn,
FFT_AHB_Wrapper_0/core_regs_6[6]:ALn,6786
FFT_AHB_Wrapper_0/core_regs_6[6]:CLK,6324
FFT_AHB_Wrapper_0/core_regs_6[6]:D,4951
FFT_AHB_Wrapper_0/core_regs_6[6]:EN,8516
FFT_AHB_Wrapper_0/core_regs_6[6]:LAT,
FFT_AHB_Wrapper_0/core_regs_6[6]:Q,6324
FFT_AHB_Wrapper_0/core_regs_6[6]:SD,
FFT_AHB_Wrapper_0/core_regs_6[6]:SLn,
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_2_1_0:A,-746
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_2_1_0:B,-816
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_2_1_0:C,-905
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_2_1_0:D,-1019
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_2_1_0:Y,-1019
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[12]:A,6956
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[12]:B,7367
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[12]:C,6884
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[12]:Y,6884
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m371:A,-236
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m371:B,7326
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m371:C,-505
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m371:Y,-505
FFT_AHB_Wrapper_0/FFT_Core/ram_valid_8_1[0]:A,6576
FFT_AHB_Wrapper_0/FFT_Core/ram_valid_8_1[0]:B,6337
FFT_AHB_Wrapper_0/FFT_Core/ram_valid_8_1[0]:C,3999
FFT_AHB_Wrapper_0/FFT_Core/ram_valid_8_1[0]:D,1176
FFT_AHB_Wrapper_0/FFT_Core/ram_valid_8_1[0]:Y,1176
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.i3_mux_6_i:A,1895
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.i3_mux_6_i:B,1564
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.i3_mux_6_i:C,736
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.i3_mux_6_i:D,-625
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.i3_mux_6_i:Y,-625
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:A,5069
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:B,4983
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:C,4772
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:D,4618
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:FCI,4542
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:FCO,4542
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_B_cry_4_0:S,4678
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[3]:A,6905
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[3]:B,7316
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[3]:C,6833
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[3]:Y,6833
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:ADn,
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:ALn,6786
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:CLK,-828
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:D,3545
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:EN,-98
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:LAT,
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:Q,-828
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:SD,
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SDATASELInt[7]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:CLK,4516
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:D,3556
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:Q,4516
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[2]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[14]:A,6950
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[14]:B,7361
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[14]:C,6878
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[14]:Y,6878
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:A,
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:B,
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:C,
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPA,
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPB,
FFT_Accel_system_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPC,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:C,4632
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:IPC,4632
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_9:IPD,
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.un10_smpl_data_stable:A,4158
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.un10_smpl_data_stable:B,4117
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.un10_smpl_data_stable:C,4012
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.un10_smpl_data_stable:D,3894
FFT_AHB_Wrapper_0/p_FFT_DOUT_ADR_ADDR.un10_smpl_data_stable:Y,3894
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m238_2:A,2121
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m238_2:B,4788
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m238_2:C,1914
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m238_2:D,1832
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m238_2:Y,1832
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[9]:A,6967
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[9]:B,7378
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[9]:C,6895
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_1_0_iv[9]:Y,6895
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:B,4437
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:C,7239
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:FCI,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:FCO,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIMML4C[1]:S,4532
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:B,4532
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:C,7314
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:FCI,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:FCO,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNIGLTF91[8]:S,4437
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_13:A,-491
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_13:B,-547
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_13:C,-650
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_13:D,-760
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_a2_13:Y,-760
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:ALn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:CLK,4497
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:D,4763
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:EN,5045
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:Q,4497
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleB_adr[1]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_0_temp_0_iv[4]:A,7111
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_0_temp_0_iv[4]:B,7092
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_0_temp_0_iv[4]:C,4781
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_0_temp_0_iv[4]:D,4678
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_0_temp_0_iv[4]:Y,4678
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[0]:A,6905
